kode,advt_median,advt_mean,rasio_mean_median,market_cap,harga_median,volume_median,turnover_bps,amihud_per_miliar,volatilitas_tahunan,rentang_harian_relatif,max_drawdown,beta_ihsg,pct_hari_volume_nol,pct_hari_harga_stagnan,umur_listing_tahun,jumlah_hari_bursa,sektor_Basic Materials,sektor_Consumer Cyclicals,sektor_Consumer Non-Cyclicals,sektor_Energy,sektor_Financials,sektor_Healthcare,sektor_Industrials,sektor_Infrastructure,sektor_Properties & Real Estate,sektor_Technology,sektor_Tidak Diketahui,sektor_Transportation & Logistics,kelas_likuiditas,kelas_kode,bagian
IOTF,0.8875889927844623,0.9250139438045604,-0.7120316627484955,-0.19392110168964705,-0.39790618389234805,1.1833664787255767,2.4444860567689193,-0.6408805073450728,2.2384219828936374,2.4735208486308733,-2.1450280210923367,1.2215073500731877,-0.31971772362498746,-0.6405509942799389,-1.0930102959636572,0.0,0,0,0,0,0,0,0,0,0,1,0,0,Menengah,1,test
DAYA,-0.2460987533925735,-0.41811615878803293,0.1585382592549146,0.3296914577424173,0.7337950370447495,-0.6389530992778538,-1.0329922424865632,0.19525209775521132,0.3532451007691685,2.2127078962698703,0.06921100102452067,-0.2997989539921741,-0.3417570771486425,-0.5625069642324318,-0.4755102017978066,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Tidak Likuid,0,test
DMMX,0.618933875563612,0.5646835201829334,-0.6653903710764512,0.2791809694974619,-0.028642852823153854,0.6895433590015517,0.6257074909907497,-0.6293505006974836,0.648859333582576,0.7972677718479925,0.97178003448265,0.1532515520248881,-0.3417570771486425,-0.8356610693987067,-0.7568261332513756,0.0,0,0,0,0,0,0,0,0,0,1,0,0,Tidak Likuid,0,test
POLU,-0.10655888157881968,-0.07839742694166427,0.774461297220345,0.18208751809615442,1.2565048832117283,-0.5457917293235285,-0.7692092430719113,-0.16699034309928243,2.3386621899904116,2.1643480754977613,-0.7107049382261229,-1.2844483275962997,1.6197453864566531,0.5105984489207904,-0.7296245101273529,0.0,0,1,0,0,0,0,0,0,0,0,0,0,Tidak Likuid,0,test
KLAS,0.4980302412065109,0.30522077744197657,-0.9416197343097561,-0.4229565645854284,-0.46121447120534154,0.755303858000146,1.3815295822746072,-0.6298705119622453,0.28228628141657364,0.5702971836575562,-0.17572860872876314,0.18470249520211673,-0.3417570771486425,-0.5625069642324318,-1.066041165344968,0.0,0,0,0,0,0,0,0,0,0,0,0,1,Menengah,1,test
BESS,0.17608005282654376,0.010824862749135957,-0.4491542940101414,0.1583628051162256,0.30493280741214623,0.00347060132794885,-0.5269672921853121,-0.3557070072187113,1.3863786859328877,2.2302729196147033,-0.5688091787494434,1.3342299493602319,-0.16544224895940243,-0.8356610693987067,-0.7893750839980697,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Tidak Likuid,0,test
PPRI,0.7057196741191759,0.6199044604230345,-0.8695178585374035,-0.921897708877556,-0.3533458558683744,0.9699401793134221,3.032781354988389,-0.618999322107959,0.8137971273178167,1.305255866680912,-1.128341553686517,0.1234443839570165,-0.3417570771486425,-0.5429959567205551,-1.079293238148979,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Menengah,1,test
INRU,-0.36708314427485056,-0.5081545880630546,0.4866959003547569,-0.21083302214398394,0.3874472016674813,-0.6815453181686779,-0.9943994666374991,1.2555392631367606,0.832463316677551,0.8998707437078065,0.03578251830384902,0.03087975330881683,-0.03320612781747239,-0.5625069642324318,1.734796046408045,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Tidak Likuid,0,test
ROCK,-3.5172664825753994,-1.648700794881504,-0.2611785808537514,-0.45136165446896326,0.06437433434652663,-3.185741378482777,-1.122153201878401,3.929802042812212,-0.0768577233353294,-1.8298249179092425,-0.4351845194351669,-1.282849817844055,2.4572408203555436,2.3641441625490835,-0.8323861974847723,0.0,0,0,0,0,0,0,0,0,1,0,0,0,Tidak Likuid,0,test
UNSP,-0.3652132884827213,-0.48288058341767165,0.5840393222213839,-0.6463128807949748,-0.5148554544472217,-0.32621414986668457,-0.8516633690107595,1.580565031275518,-0.33981270124972546,-1.2234141239535294,-0.5210609238078707,-0.815568289718163,-0.23156030953036746,0.0813562836595016,1.7589752669627314,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Tidak Likuid,0,test
DEWI,0.682280436932797,0.5479100541220437,-0.9820228658923937,-0.8334969590687145,-0.6152836687297571,1.0560356151944228,2.812683835664536,-0.6441574331289674,-0.07314666621398108,0.009699249169143533,0.9862635550424769,-0.3810270597010344,-0.3417570771486425,-0.13326479897114304,-0.9895511310902372,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Likuid,2,test
SPMA,-0.048862693553398215,-0.3764253979136299,-0.6954598579735444,-0.30704657526566437,-0.22878870371453636,-0.0398432390515185,-0.5630052366387341,-0.41425264616193114,-1.1870954006035763,-0.6647376608165975,0.7557806276472466,-0.6249516725861527,-0.3417570771486425,-0.5039739416968015,1.3600181278103978,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Tidak Likuid,0,test
ITMG,1.1901365159753106,1.257173530967141,-0.9802157895724862,1.594480555278374,2.356906469459867,0.3038937302246499,0.8924730828107019,-0.6503725909877479,-1.177649484556006,-1.17721430910124,0.9127144271996068,0.014693183156611738,-0.3417570771486425,-1.1673481971006114,0.24870395231613346,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Likuid,2,test
HRUM,1.012018405915707,1.0738914170269505,-0.7893653280518307,1.2084868995050713,0.8028768711638162,0.8937629469055011,0.812733655569115,-0.6492768370692615,-0.19846048674448488,-0.1043760400755143,-1.0278510228084243,1.511762595731108,-0.3417570771486425,-0.87468308442246,0.01086411935993405,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Likuid,2,test
TAYS,-0.1620751713906179,-0.1275701534586391,0.9001610598307082,-1.390509550581229,-0.9517919356830836,0.0606118657822467,0.22372568762290498,-0.4516162826185414,-0.09266860938218528,-0.19050307737510339,-0.07564575743172243,-1.2189694978722168,-0.20952095600671244,1.3105497569077378,-0.937472809895527,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Menengah,1,test
FUJI,-0.24521694125739135,-0.18148406679531234,1.181176265938949,-0.42883160257982306,0.1524927079388816,-0.3631902277988539,-0.7131613544858674,0.5452186724465744,0.9165389823422507,1.3994436634753111,0.6807698976343319,-0.8249712230217693,-0.3417570771486425,-0.9137050994462137,-0.7326469126966887,0.0,0,0,0,0,1,0,0,0,0,0,0,0,Menengah,1,test
RALS,0.6851652407577633,0.6443190685440255,-0.7064688349252144,0.47802426888576943,0.27065013334537114,0.6994913560752557,0.7125966371122302,-0.6470085586415276,-1.1130988884650006,-0.9797808231856084,0.9834749625176287,0.1417330443355478,-0.3417570771486425,-0.5234849492086783,1.2168027445249443,0.0,0,1,0,0,0,0,0,0,0,0,0,0,Menengah,1,test
KJEN,0.26697818596677436,0.3998910364638727,0.5869520972217055,-1.4333832442868482,-0.534811288530537,0.5126218796524248,2.173634433506272,-0.5531241612893051,1.8386690908412244,2.4735208486308733,-1.2199246525626797,1.475915883620763,0.010872579229837616,-0.5234849492086783,-0.7307869726540204,0.0,0,0,0,0,0,0,0,0,0,0,0,1,Menengah,1,test
EPAC,-0.4162781321001175,-0.8645541576804685,-0.6156322404571617,-1.648451614855055,-1.8985252652625624,0.17483328830858333,-0.16736348932500442,1.7954308436240967,1.426874420109519,0.279130359663967,-0.41803445923738775,0.6665571710988846,-0.3417570771486425,1.3105497569077378,-0.8158792296060916,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Tidak Likuid,0,test
ACRO,0.1790047903049543,0.1615823499831139,0.1042379140608575,-0.6858843545923856,-0.7604648576114511,0.48904549428665917,0.6181749523750358,-0.5758449194527776,0.3485131676581438,0.4870986294118603,-0.8035210395920179,0.7258643419905998,-0.3417570771486425,-0.21130882901864992,-1.1155620689810093,0.0,0,1,0,0,0,0,0,0,0,0,0,0,Menengah,1,test
IKBI,-0.41581849135807325,-0.5163268266645046,0.7461612178183824,-0.36276065766602855,0.2721817329512625,-0.7150240806875886,-0.9953834081071553,0.6956556116351947,-0.527748698900309,-0.4132248283453696,-0.049308164985132893,0.04464014092942608,-0.3417570771486425,-0.42592991164929445,1.684345172750669,0.0,0,0,0,0,0,0,1,0,0,0,0,0,Tidak Likuid,0,test
SGRO,0.14721274782946148,0.2384186363698848,0.6113538270736186,0.6364952738129137,1.2944494398812445,-0.41258837797867626,-0.8583319970512869,-0.57710851072746,-0.9592295005181564,-0.8980624641226412,0.8427715791735485,-0.6508081791673224,-0.3417570771486425,-0.17228681399489648,0.29125008079216896,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Likuid,2,test
EXCL,1.198631280350071,1.2925446465195982,-0.9136462209771604,1.6075769868713874,1.3247983209960883,0.9165692002801465,0.9020554383214444,-0.6503191639134811,-1.2413480895160436,-0.8827985002582999,1.5302777820022815,-0.5255857115193454,-0.3417570771486425,-0.7185950243274459,0.43702288163629116,0.0,0,0,0,0,0,0,0,1,0,0,0,0,Likuid,2,test
LABA,0.7347997474264414,0.9311132215036393,0.08030553452846138,-0.5705225193751405,0.0729362764848728,0.8414538161444883,2.597491232305248,-0.6406086903908318,2.158375453278143,2.4065185924635903,-2.4995544730866976,2.952368196853509,0.1651480538954227,-0.6795730093036925,-0.8958566514408254,0.0,0,0,0,0,0,0,1,0,0,0,0,0,Menengah,1,test
GULA,0.4032969891263583,0.5948590684236421,0.6075641581816136,-0.5131642794925964,0.16357376062744755,0.3656590374447758,1.1193714527871623,-0.6206755747588028,0.6573650092706285,0.2268876264521224,-2.0105045416601697,-0.44451351929232885,-0.3417570771486425,-0.42592991164929445,-0.9932710111755736,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Menengah,1,test
TEBE,0.34550988930138354,0.4848861959262554,0.48139991127787574,-0.0971471768061362,0.57793062038071,0.13483648255568564,0.3181409368053454,-0.6322515580309924,0.3812841362893444,-0.18347189345508436,0.5419253757986554,1.1201559925561244,-0.3417570771486425,0.061845276147624625,-0.7633359234007145,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Likuid,2,test
DATA,0.846559365122155,1.0415653831460159,-0.09834245907449828,0.09675642960973713,0.7818137296619624,0.6818649434688159,1.911991774786929,-0.6446846319544773,1.7865537057108232,1.421642518916398,-0.9933246984372409,1.5950009013290054,-0.23156030953036746,-0.87468308442246,-1.1427636921050321,0.0,0,0,0,0,0,0,0,1,0,0,0,0,Likuid,2,test
